customer_id,purchase_date,purchase_amount,last_purchase_date,interaction_count,CLV
566,2023-08-08,330.22,2023-09-28,3,3600.3
566,2023-05-05,309.45,2023-09-28,26,3600.3
566,2022-09-30,126.39,2023-09-28,48,3600.3
566,2023-02-14,327.01,2023-09-28,32,3600.3
566,2023-08-28,355.1,2023-09-28,19,3600.3
566,2022-10-30,384.7,2023-09-28,31,3600.3
566,2022-10-16,483.2,2023-09-28,45,3600.3
566,2023-02-01,156.57,2023-09-28,42,3600.3
566,2023-03-02,13.0,2023-09-28,48,3600.3
566,2023-09-22,68.71,2023-09-28,16,3600.3
566,2023-08-20,26.0,2023-09-28,6,3600.3
566,2023-01-20,24.82,2023-09-28,45,3600.3
567,2022-12-05,140.76,2023-11-29,27,1871.57
567,2023-04-29,152.72,2023-11-29,9,1871.57
567,2023-07-23,405.14,2023-11-29,30,1871.57
567,2023-07-15,21.35,2023-11-29,27,1871.57
567,2023-08-19,401.73,2023-11-29,7,1871.57
567,2023-01-16,45.27,2023-11-29,42,1871.57
567,2022-08-08,309.05,2023-11-29,7,1871.57
567,2023-07-12,376.84,2023-11-29,40,1871.57
567,2023-11-13,18.71,2023-11-29,34,1871.57
568,2022-12-30,280.47,2023-07-24,35,320.88
568,2022-07-20,40.41,2023-07-24,18,320.88
569,2023-11-12,470.64,2023-11-14,4,3956.41
569,2022-08-25,237.66,2023-11-14,9,3956.41
569,2022-11-09,292.47,2023-11-14,31,3956.41
569,2023-09-24,406.77,2023-11-14,0,3956.41
569,2022-07-18,349.41,2023-11-14,13,3956.41
569,2023-03-09,410.0,2023-11-14,34,3956.41
569,2023-03-16,193.77,2023-11-14,38,3956.41
569,2023-09-29,401.83,2023-11-14,31,3956.41
569,2023-03-15,291.86,2023-11-14,15,3956.41
569,2023-06-25,420.33,2023-11-14,5,3956.41
569,2022-07-25,45.22,2023-11-14,15,3956.41
569,2022-07-08,20.6,2023-11-14,35,3956.41
569,2023-08-30,415.85,2023-11-14,42,3956.41
570,2023-04-22,89.02,2023-11-18,29,4231.17
570,2022-12-30,303.75,2023-11-18,7,4231.17
570,2023-01-04,390.12,2023-11-18,34,4231.17
570,2022-11-17,287.0,2023-11-18,3,4231.17
570,2023-08-30,333.34,2023-11-18,20,4231.17
570,2023-06-05,17.71,2023-11-18,46,4231.17
570,2023-03-05,274.06,2023-11-18,10,4231.17
570,2022-11-19,342.48,2023-11-18,14,4231.17
570,2023-03-28,442.26,2023-11-18,9,4231.17
570,2023-01-22,218.34,2023-11-18,2,4231.17
570,2022-06-27,310.9,2023-11-18,46,4231.17
570,2023-03-24,488.78,2023-11-18,36,4231.17
570,2023-02-01,83.87,2023-11-18,3,4231.17
570,2023-06-22,220.64,2023-11-18,10,4231.17
570,2023-08-26,37.22,2023-11-18,43,4231.17
570,2022-12-08,59.25,2023-11-18,37,4231.17
570,2023-03-14,275.94,2023-11-18,25,4231.17
570,2023-07-24,15.4,2023-11-18,12,4231.17
570,2023-04-30,24.25,2023-11-18,41,4231.17
570,2023-09-29,16.84,2023-11-18,20,4231.17
571,2023-05-09,399.47,2023-09-14,28,4157.610000000001
571,2022-11-04,386.65,2023-09-14,30,4157.610000000001
571,2023-08-31,338.41,2023-09-14,32,4157.610000000001
571,2022-07-23,296.24,2023-09-14,45,4157.610000000001
571,2022-07-11,216.71,2023-09-14,32,4157.610000000001
571,2022-08-21,279.67,2023-09-14,5,4157.610000000001
571,2023-02-15,244.24,2023-09-14,45,4157.610000000001
571,2022-09-21,209.12,2023-09-14,32,4157.610000000001
571,2022-09-03,65.63,2023-09-14,41,4157.610000000001
571,2023-08-22,497.25,2023-09-14,18,4157.610000000001
571,2023-05-22,171.78,2023-09-14,6,4157.610000000001
571,2022-07-08,196.49,2023-09-14,35,4157.610000000001
571,2023-04-07,260.97,2023-09-14,32,4157.610000000001
571,2022-12-22,123.22,2023-09-14,34,4157.610000000001
571,2023-01-23,267.27,2023-09-14,11,4157.610000000001
571,2023-06-25,24.63,2023-09-14,21,4157.610000000001
571,2022-10-18,179.86,2023-09-14,5,4157.610000000001
572,2022-06-22,387.01,2023-08-05,7,994.74
572,2022-07-09,330.92,2023-08-05,18,994.74
572,2023-04-26,276.81,2023-08-05,4,994.74
573,2022-09-05,377.53,2023-07-02,35,2953.23
573,2022-12-11,384.12,2023-07-02,42,2953.23
573,2023-03-12,405.97,2023-07-02,30,2953.23
573,2022-10-19,377.38,2023-07-02,36,2953.23
573,2023-02-17,228.28,2023-07-02,28,2953.23
573,2023-03-10,116.99,2023-07-02,12,2953.23
573,2023-04-09,99.31,2023-07-02,12,2953.23
573,2022-11-26,415.78,2023-07-02,6,2953.23
573,2022-09-27,213.43,2023-07-02,37,2953.23
573,2022-12-15,334.44,2023-07-02,46,2953.23
574,2023-07-25,376.69,2023-09-09,11,1131.55
574,2023-02-28,180.99,2023-09-09,7,1131.55
574,2023-08-14,350.58,2023-09-09,36,1131.55
574,2023-09-08,223.29,2023-09-09,46,1131.55
575,2023-02-02,90.26,2023-06-26,6,5368.76
575,2022-12-04,427.63,2023-06-26,32,5368.76
575,2022-07-15,361.46,2023-06-26,9,5368.76
575,2023-04-07,456.8,2023-06-26,44,5368.76
575,2022-11-14,233.94,2023-06-26,48,5368.76
575,2022-09-19,410.97,2023-06-26,26,5368.76
575,2022-10-06,88.38,2023-06-26,44,5368.76
575,2022-07-29,434.86,2023-06-26,30,5368.76
575,2023-04-01,465.66,2023-06-26,27,5368.76
575,2023-01-05,25.16,2023-06-26,45,5368.76
575,2023-01-31,491.44,2023-06-26,17,5368.76
575,2022-07-26,261.74,2023-06-26,2,5368.76
575,2023-04-27,488.29,2023-06-26,37,5368.76
575,2022-07-18,161.79,2023-06-26,17,5368.76
575,2022-11-07,337.64,2023-06-26,22,5368.76
575,2023-04-05,186.27,2023-06-26,43,5368.76
575,2023-06-23,99.51,2023-06-26,0,5368.76
575,2022-07-23,346.96,2023-06-26,14,5368.76
576,2023-12-24,436.65,2024-06-07,3,2533.49
576,2022-12-18,323.28,2024-06-07,46,2533.49
576,2024-03-10,210.17,2024-06-07,3,2533.49
576,2023-01-12,199.26,2024-06-07,1,2533.49
576,2023-07-10,368.15,2024-06-07,16,2533.49
576,2022-12-04,483.49,2024-06-07,24,2533.49
576,2022-06-20,429.2,2024-06-07,21,2533.49
576,2023-08-01,31.4,2024-06-07,16,2533.49
576,2023-08-06,51.89,2024-06-07,28,2533.49
577,2022-07-12,197.48,2023-08-24,42,1513.78
577,2023-01-14,422.62,2023-08-24,32,1513.78
577,2023-07-26,361.38,2023-08-24,16,1513.78
577,2023-02-03,178.65,2023-08-24,0,1513.78
577,2023-04-18,353.65,2023-08-24,35,1513.78
578,2024-04-03,37.04,2024-04-26,22,37.04
579,2024-01-18,23.18,2024-06-16,25,1187.96
579,2022-06-22,84.19,2024-06-16,26,1187.96
579,2023-12-04,257.63,2024-06-16,13,1187.96
579,2023-06-27,469.24,2024-06-16,32,1187.96
579,2023-07-17,353.72,2024-06-16,42,1187.96
580,2024-02-12,287.91,2024-05-31,27,2576.62
580,2024-02-05,439.56,2024-05-31,29,2576.62
580,2024-02-12,364.22,2024-05-31,44,2576.62
580,2022-10-17,391.87,2024-05-31,0,2576.62
580,2023-12-29,84.63,2024-05-31,17,2576.62
580,2023-06-02,283.96,2024-05-31,36,2576.62
580,2023-12-24,123.56,2024-05-31,30,2576.62
580,2023-11-11,176.91,2024-05-31,46,2576.62
580,2023-05-07,169.34,2024-05-31,8,2576.62
580,2022-11-21,16.44,2024-05-31,45,2576.62
580,2023-06-11,172.28,2024-05-31,42,2576.62
580,2023-05-06,65.94,2024-05-31,44,2576.62
581,2022-07-20,321.12,2024-02-19,27,878.2
581,2023-10-13,149.53,2024-02-19,12,878.2
581,2022-11-25,63.14,2024-02-19,28,878.2
581,2022-09-10,344.41,2024-02-19,6,878.2
582,2022-10-12,287.02,2023-12-16,27,1571.98
582,2023-01-19,286.23,2023-12-16,44,1571.98
582,2022-12-27,216.77,2023-12-16,34,1571.98
582,2022-07-24,452.42,2023-12-16,21,1571.98
582,2022-08-05,174.36,2023-12-16,35,1571.98
582,2022-09-11,82.34,2023-12-16,43,1571.98
582,2023-02-26,72.84,2023-12-16,21,1571.98
583,2023-11-16,460.55,2023-12-29,16,1127.67
583,2023-02-13,19.34,2023-12-29,7,1127.67
583,2023-12-03,218.08,2023-12-29,0,1127.67
583,2023-11-20,76.72,2023-12-29,12,1127.67
583,2022-06-25,48.29,2023-12-29,11,1127.67
583,2023-06-26,172.48,2023-12-29,22,1127.67
583,2023-11-08,132.21,2023-12-29,12,1127.67
584,2024-03-19,479.03,2024-03-25,48,479.03
585,2022-10-04,472.56,2023-10-25,26,731.06
585,2022-11-16,129.54,2023-10-25,29,731.06
585,2022-10-03,128.96,2023-10-25,36,731.06
586,2024-04-26,133.58,2024-04-27,18,493.67
586,2022-07-12,262.03,2024-04-27,25,493.67
586,2023-11-20,98.06,2024-04-27,19,493.67
587,2022-07-20,99.17,2023-07-23,5,3707.96
587,2022-10-06,275.01,2023-07-23,48,3707.96
587,2022-08-13,425.95,2023-07-23,28,3707.96
587,2023-03-19,70.55,2023-07-23,42,3707.96
587,2023-01-19,138.68,2023-07-23,29,3707.96
587,2022-09-03,449.69,2023-07-23,13,3707.96
587,2022-06-29,488.44,2023-07-23,29,3707.96
587,2023-03-18,391.53,2023-07-23,20,3707.96
587,2023-05-13,93.53,2023-07-23,3,3707.96
587,2022-10-28,384.12,2023-07-23,45,3707.96
587,2022-08-02,75.15,2023-07-23,9,3707.96
587,2023-05-10,225.61,2023-07-23,40,3707.96
587,2022-08-19,414.73,2023-07-23,17,3707.96
587,2023-02-19,71.69,2023-07-23,18,3707.96
587,2022-09-02,104.11,2023-07-23,19,3707.96
588,2023-01-02,424.77,2024-02-27,19,424.77
589,2023-01-28,40.54,2024-03-23,18,2617.17
589,2023-03-04,52.6,2024-03-23,9,2617.17
589,2023-04-11,172.7,2024-03-23,25,2617.17
589,2022-10-01,12.42,2024-03-23,34,2617.17
589,2022-10-16,431.87,2024-03-23,45,2617.17
589,2023-06-01,103.66,2024-03-23,45,2617.17
589,2022-07-18,178.37,2024-03-23,9,2617.17
589,2023-06-02,45.71,2024-03-23,42,2617.17
589,2023-01-12,196.65,2024-03-23,14,2617.17
589,2022-10-12,238.61,2024-03-23,48,2617.17
589,2023-05-24,433.68,2024-03-23,30,2617.17
589,2023-08-23,95.39,2024-03-23,49,2617.17
589,2023-01-05,487.65,2024-03-23,29,2617.17
589,2023-05-14,127.32,2024-03-23,49,2617.17
590,2022-10-16,370.45,2023-08-20,1,4375.5
590,2023-08-08,372.59,2023-08-20,49,4375.5
590,2023-04-07,76.98,2023-08-20,37,4375.5
590,2023-01-14,231.7,2023-08-20,31,4375.5
590,2023-01-22,261.54,2023-08-20,18,4375.5
590,2023-04-30,235.21,2023-08-20,40,4375.5
590,2023-07-15,65.34,2023-08-20,0,4375.5
590,2023-08-09,203.4,2023-08-20,31,4375.5
590,2023-07-19,398.41,2023-08-20,5,4375.5
590,2023-08-19,254.26,2023-08-20,18,4375.5
590,2023-04-24,484.94,2023-08-20,29,4375.5
590,2022-12-14,418.59,2023-08-20,20,4375.5
590,2022-07-06,277.12,2023-08-20,4,4375.5
590,2022-10-28,293.67,2023-08-20,21,4375.5
590,2022-09-23,431.3,2023-08-20,39,4375.5
591,2023-01-16,147.09,2024-05-26,45,3699.69
591,2022-10-02,281.24,2024-05-26,8,3699.69
591,2024-03-21,256.21,2024-05-26,19,3699.69
591,2022-10-01,224.08,2024-05-26,47,3699.69
591,2023-11-06,397.16,2024-05-26,26,3699.69
591,2024-04-28,211.94,2024-05-26,46,3699.69
591,2023-11-14,416.79,2024-05-26,4,3699.69
591,2024-04-15,157.12,2024-05-26,27,3699.69
591,2024-03-29,29.29,2024-05-26,40,3699.69
591,2024-04-13,349.48,2024-05-26,12,3699.69
591,2022-08-19,259.18,2024-05-26,0,3699.69
591,2023-06-05,430.08,2024-05-26,38,3699.69
591,2022-10-29,126.31,2024-05-26,44,3699.69
591,2023-07-16,158.89,2024-05-26,9,3699.69
591,2023-04-17,110.19,2024-05-26,41,3699.69
591,2023-04-23,134.12,2024-05-26,20,3699.69
591,2024-05-15,10.52,2024-05-26,14,3699.69
592,2023-05-22,11.77,2023-11-04,49,1401.29
592,2023-03-06,314.57,2023-11-04,33,1401.29
592,2022-08-10,414.97,2023-11-04,3,1401.29
592,2023-10-23,418.86,2023-11-04,43,1401.29
592,2023-09-13,92.08,2023-11-04,6,1401.29
592,2022-09-16,136.76,2023-11-04,32,1401.29
592,2022-07-29,12.28,2023-11-04,33,1401.29
593,2022-08-14,330.92,2023-07-27,46,5271.05
593,2023-01-04,447.03,2023-07-27,21,5271.05
593,2022-07-25,66.0,2023-07-27,22,5271.05
593,2022-07-02,405.38,2023-07-27,17,5271.05
593,2023-04-30,136.17,2023-07-27,25,5271.05
593,2022-10-10,328.74,2023-07-27,9,5271.05
593,2023-04-07,61.58,2023-07-27,45,5271.05
593,2023-04-02,449.08,2023-07-27,22,5271.05
593,2023-04-07,178.52,2023-07-27,28,5271.05
593,2023-02-15,499.89,2023-07-27,29,5271.05
593,2023-01-15,392.07,2023-07-27,32,5271.05
593,2023-06-19,462.25,2023-07-27,3,5271.05
593,2023-01-03,370.43,2023-07-27,23,5271.05
593,2023-01-07,247.79,2023-07-27,16,5271.05
593,2022-09-27,172.99,2023-07-27,18,5271.05
593,2022-08-31,201.07,2023-07-27,0,5271.05
593,2023-01-06,205.56,2023-07-27,9,5271.05
593,2023-04-14,315.58,2023-07-27,35,5271.05
594,2022-07-23,168.01,2023-10-19,37,1119.45
594,2023-06-16,408.99,2023-10-19,40,1119.45
594,2022-09-15,103.97,2023-10-19,45,1119.45
594,2022-07-28,297.34,2023-10-19,33,1119.45
594,2023-03-31,78.3,2023-10-19,27,1119.45
594,2023-02-06,62.84,2023-10-19,7,1119.45
595,2022-12-25,363.75,2023-10-21,31,3354.13
595,2023-02-22,311.51,2023-10-21,45,3354.13
595,2023-04-01,474.31,2023-10-21,30,3354.13
595,2022-08-31,43.29,2023-10-21,13,3354.13
595,2023-02-21,395.09,2023-10-21,22,3354.13
595,2023-06-17,37.36,2023-10-21,7,3354.13
595,2023-08-21,26.51,2023-10-21,5,3354.13
595,2022-08-02,105.29,2023-10-21,15,3354.13
595,2023-07-28,279.76,2023-10-21,22,3354.13
595,2022-09-15,466.64,2023-10-21,27,3354.13
595,2023-07-23,93.27,2023-10-21,11,3354.13
595,2023-02-26,477.29,2023-10-21,19,3354.13
595,2023-01-07,77.8,2023-10-21,26,3354.13
595,2023-07-12,202.26,2023-10-21,44,3354.13
596,2023-11-03,266.03,2023-11-08,12,1569.1
596,2023-01-12,431.15,2023-11-08,19,1569.1
596,2023-02-28,372.17,2023-11-08,2,1569.1
596,2022-10-27,63.5,2023-11-08,47,1569.1
596,2023-06-14,86.66,2023-11-08,25,1569.1
596,2023-04-17,349.59,2023-11-08,13,1569.1
597,2022-08-29,378.23,2023-07-13,23,4923.0599999999995
597,2023-04-06,271.52,2023-07-13,4,4923.0599999999995
597,2022-09-04,423.74,2023-07-13,35,4923.0599999999995
597,2022-12-08,299.24,2023-07-13,35,4923.0599999999995
597,2022-09-03,497.7,2023-07-13,38,4923.0599999999995
597,2022-08-10,134.73,2023-07-13,47,4923.0599999999995
597,2023-07-05,269.86,2023-07-13,32,4923.0599999999995
597,2022-06-24,240.2,2023-07-13,2,4923.0599999999995
597,2022-10-23,279.08,2023-07-13,46,4923.0599999999995
597,2022-12-14,262.96,2023-07-13,37,4923.0599999999995
597,2023-03-13,374.17,2023-07-13,16,4923.0599999999995
597,2022-12-03,117.81,2023-07-13,37,4923.0599999999995
597,2022-10-02,278.28,2023-07-13,7,4923.0599999999995
597,2022-08-07,401.92,2023-07-13,5,4923.0599999999995
597,2023-04-09,95.91,2023-07-13,22,4923.0599999999995
597,2023-05-02,30.22,2023-07-13,19,4923.0599999999995
597,2023-01-07,281.93,2023-07-13,27,4923.0599999999995
597,2023-04-20,285.56,2023-07-13,37,4923.0599999999995
598,2023-09-10,362.15,2023-10-17,45,1730.92
598,2023-07-30,104.0,2023-10-17,36,1730.92
598,2023-08-16,181.85,2023-10-17,36,1730.92
598,2023-01-31,78.21,2023-10-17,36,1730.92
598,2023-02-15,190.48,2023-10-17,2,1730.92
598,2022-07-19,318.29,2023-10-17,2,1730.92
598,2022-08-02,251.48,2023-10-17,11,1730.92
598,2023-08-16,244.46,2023-10-17,12,1730.92
599,2023-02-26,100.6,2023-12-07,17,3227.17
599,2023-02-22,120.28,2023-12-07,31,3227.17
599,2022-10-12,176.7,2023-12-07,4,3227.17
599,2022-11-02,293.01,2023-12-07,33,3227.17
599,2023-04-30,486.55,2023-12-07,6,3227.17
599,2023-08-22,95.29,2023-12-07,20,3227.17
599,2023-02-25,227.49,2023-12-07,14,3227.17
599,2023-07-22,463.82,2023-12-07,30,3227.17
599,2023-02-02,231.6,2023-12-07,26,3227.17
599,2023-02-08,177.18,2023-12-07,24,3227.17
599,2023-03-21,103.95,2023-12-07,41,3227.17
599,2023-02-25,362.76,2023-12-07,35,3227.17
599,2022-12-26,86.18,2023-12-07,20,3227.17
599,2023-09-27,144.56,2023-12-07,24,3227.17
599,2022-07-07,157.2,2023-12-07,20,3227.17
600,2023-08-28,255.82,2023-09-26,21,2834.23
600,2022-07-09,228.83,2023-09-26,7,2834.23
600,2022-06-26,461.18,2023-09-26,35,2834.23
600,2023-09-14,54.53,2023-09-26,21,2834.23
600,2022-08-11,319.5,2023-09-26,45,2834.23
600,2023-06-19,445.3,2023-09-26,12,2834.23
600,2023-02-23,129.21,2023-09-26,23,2834.23
600,2023-01-23,450.48,2023-09-26,6,2834.23
600,2022-11-04,30.52,2023-09-26,1,2834.23
600,2023-08-02,83.69,2023-09-26,8,2834.23
600,2023-03-26,375.17,2023-09-26,50,2834.23
601,2023-01-13,363.23,2023-08-04,38,661.87
601,2022-12-02,81.13,2023-08-04,43,661.87
601,2022-08-10,217.51,2023-08-04,28,661.87
602,2024-01-15,187.56,2024-03-20,13,2334.56
602,2023-04-07,276.3,2024-03-20,15,2334.56
602,2023-09-09,306.59,2024-03-20,25,2334.56
602,2022-09-05,272.93,2024-03-20,37,2334.56
602,2023-02-26,131.93,2024-03-20,10,2334.56
602,2023-05-06,493.55,2024-03-20,16,2334.56
602,2023-08-02,114.17,2024-03-20,41,2334.56
602,2023-03-27,238.84,2024-03-20,22,2334.56
602,2023-10-19,312.69,2024-03-20,11,2334.56
603,2022-10-06,371.86,2023-06-29,46,520.23
603,2022-10-06,148.37,2023-06-29,3,520.23
604,2024-05-10,206.57,2024-05-17,40,4251.46
604,2022-11-25,10.06,2024-05-17,1,4251.46
604,2024-03-15,109.25,2024-05-17,20,4251.46
604,2022-12-13,127.95,2024-05-17,3,4251.46
604,2023-01-10,467.77,2024-05-17,0,4251.46
604,2022-08-11,54.55,2024-05-17,10,4251.46
604,2024-04-28,494.95,2024-05-17,17,4251.46
604,2024-04-17,260.96,2024-05-17,5,4251.46
604,2023-07-20,385.64,2024-05-17,19,4251.46
604,2022-11-07,264.66,2024-05-17,30,4251.46
604,2022-06-25,154.13,2024-05-17,4,4251.46
604,2023-01-20,331.37,2024-05-17,43,4251.46
604,2024-02-12,486.12,2024-05-17,15,4251.46
604,2023-05-26,169.33,2024-05-17,0,4251.46
604,2023-02-01,307.65,2024-05-17,9,4251.46
604,2023-11-02,420.5,2024-05-17,0,4251.46
605,2023-05-30,434.96,2023-08-09,22,2927.84
605,2022-12-31,110.04,2023-08-09,13,2927.84
605,2023-03-31,245.74,2023-08-09,19,2927.84
605,2022-11-19,495.65,2023-08-09,20,2927.84
605,2023-04-11,80.97,2023-08-09,6,2927.84
605,2022-09-26,24.05,2023-08-09,6,2927.84
605,2022-08-23,390.98,2023-08-09,49,2927.84
605,2023-05-14,245.95,2023-08-09,2,2927.84
605,2022-11-27,455.17,2023-08-09,13,2927.84
605,2022-10-28,444.33,2023-08-09,45,2927.84
606,2023-01-04,173.91,2023-09-26,37,2264.48
606,2022-12-31,345.46,2023-09-26,28,2264.48
606,2023-04-23,135.36,2023-09-26,25,2264.48
606,2023-02-08,213.32,2023-09-26,13,2264.48
606,2022-11-18,317.13,2023-09-26,10,2264.48
606,2023-06-18,438.62,2023-09-26,47,2264.48
606,2023-05-03,383.02,2023-09-26,41,2264.48
606,2023-04-19,257.66,2023-09-26,39,2264.48
607,2023-02-20,24.1,2023-07-19,35,440.30999999999995
607,2023-06-11,247.23,2023-07-19,25,440.30999999999995
607,2023-04-27,168.98,2023-07-19,4,440.30999999999995
608,2023-03-09,170.4,2023-10-01,24,3917.4900000000002
608,2022-08-19,12.52,2023-10-01,45,3917.4900000000002
608,2022-12-13,356.36,2023-10-01,33,3917.4900000000002
608,2022-12-13,233.56,2023-10-01,1,3917.4900000000002
608,2023-05-14,106.33,2023-10-01,0,3917.4900000000002
608,2023-09-06,184.58,2023-10-01,43,3917.4900000000002
608,2022-06-29,438.61,2023-10-01,35,3917.4900000000002
608,2023-08-26,223.56,2023-10-01,6,3917.4900000000002
608,2023-05-22,27.11,2023-10-01,44,3917.4900000000002
608,2023-05-23,28.62,2023-10-01,23,3917.4900000000002
608,2023-09-01,430.46,2023-10-01,47,3917.4900000000002
608,2023-03-23,378.42,2023-10-01,31,3917.4900000000002
608,2022-06-21,30.92,2023-10-01,4,3917.4900000000002
608,2023-09-16,167.86,2023-10-01,35,3917.4900000000002
608,2023-04-23,425.51,2023-10-01,0,3917.4900000000002
608,2023-06-13,435.3,2023-10-01,14,3917.4900000000002
608,2023-03-03,267.37,2023-10-01,25,3917.4900000000002
609,2023-04-26,414.44,2023-12-25,22,4418.46
609,2023-07-26,391.94,2023-12-25,43,4418.46
609,2023-10-26,328.85,2023-12-25,35,4418.46
609,2022-07-01,202.2,2023-12-25,25,4418.46
609,2022-07-04,159.82,2023-12-25,11,4418.46
609,2022-06-30,255.4,2023-12-25,1,4418.46
609,2023-04-28,325.22,2023-12-25,20,4418.46
609,2023-04-06,357.21,2023-12-25,0,4418.46
609,2022-10-15,287.97,2023-12-25,5,4418.46
609,2022-12-25,15.31,2023-12-25,45,4418.46
609,2023-10-18,200.57,2023-12-25,7,4418.46
609,2022-07-19,130.22,2023-12-25,14,4418.46
609,2022-10-06,317.19,2023-12-25,2,4418.46
609,2022-08-18,302.83,2023-12-25,6,4418.46
609,2023-08-10,79.6,2023-12-25,15,4418.46
609,2023-04-18,210.25,2023-12-25,35,4418.46
609,2023-08-16,273.21,2023-12-25,40,4418.46
609,2022-07-12,166.23,2023-12-25,48,4418.46
610,2022-11-30,415.43,2023-08-22,24,2954.69
610,2023-02-23,175.07,2023-08-22,9,2954.69
610,2022-11-24,229.03,2023-08-22,0,2954.69
610,2023-04-05,396.96,2023-08-22,38,2954.69
610,2023-04-21,265.52,2023-08-22,14,2954.69
610,2023-07-26,484.43,2023-08-22,38,2954.69
610,2023-03-07,217.79,2023-08-22,24,2954.69
610,2023-05-28,397.67,2023-08-22,1,2954.69
610,2022-09-18,95.27,2023-08-22,18,2954.69
610,2023-06-04,104.69,2023-08-22,36,2954.69
610,2023-07-30,90.88,2023-08-22,12,2954.69
610,2022-08-20,81.95,2023-08-22,37,2954.69
611,2023-03-21,284.97,2023-09-10,1,4772.78
611,2022-07-17,491.99,2023-09-10,34,4772.78
611,2022-09-02,44.54,2023-09-10,0,4772.78
611,2022-08-19,421.35,2023-09-10,27,4772.78
611,2022-12-05,384.69,2023-09-10,20,4772.78
611,2022-10-09,407.68,2023-09-10,12,4772.78
611,2022-10-09,441.37,2023-09-10,29,4772.78
611,2023-08-17,461.65,2023-09-10,46,4772.78
611,2022-07-31,401.73,2023-09-10,40,4772.78
611,2023-07-21,143.13,2023-09-10,22,4772.78
611,2022-11-20,163.03,2023-09-10,20,4772.78
611,2022-10-08,201.2,2023-09-10,2,4772.78
611,2023-05-24,282.92,2023-09-10,20,4772.78
611,2023-08-14,405.58,2023-09-10,35,4772.78
611,2023-05-22,236.95,2023-09-10,50,4772.78
612,2023-03-22,80.12,2023-09-29,49,1289.65
612,2023-04-23,233.45,2023-09-29,0,1289.65
612,2022-09-05,301.13,2023-09-29,25,1289.65
612,2023-02-20,269.98,2023-09-29,49,1289.65
612,2023-03-29,183.1,2023-09-29,24,1289.65
612,2023-02-22,221.87,2023-09-29,16,1289.65
613,2023-11-12,438.38,2024-04-28,12,539.56
613,2023-05-06,101.18,2024-04-28,33,539.56
614,2022-07-07,217.8,2024-05-28,13,4821.3
614,2022-07-01,185.25,2024-05-28,15,4821.3
614,2022-10-04,435.65,2024-05-28,15,4821.3
614,2023-04-10,35.56,2024-05-28,24,4821.3
614,2023-03-16,418.86,2024-05-28,24,4821.3
614,2023-10-14,269.61,2024-05-28,38,4821.3
614,2023-11-22,476.22,2024-05-28,14,4821.3
614,2024-05-17,236.73,2024-05-28,29,4821.3
614,2023-08-07,398.42,2024-05-28,34,4821.3
614,2023-10-10,362.49,2024-05-28,48,4821.3
614,2023-01-28,173.57,2024-05-28,49,4821.3
614,2023-01-15,21.46,2024-05-28,38,4821.3
614,2022-12-29,453.84,2024-05-28,49,4821.3
614,2023-03-06,420.85,2024-05-28,47,4821.3
614,2023-02-03,239.38,2024-05-28,20,4821.3
614,2023-07-15,47.54,2024-05-28,14,4821.3
614,2022-11-08,366.87,2024-05-28,20,4821.3
614,2023-04-29,61.2,2024-05-28,45,4821.3
615,2023-01-12,296.42,2023-10-18,28,2080.0
615,2022-06-30,168.22,2023-10-18,33,2080.0
615,2022-06-20,176.35,2023-10-18,43,2080.0
615,2023-08-24,406.9,2023-10-18,27,2080.0
615,2023-02-02,265.93,2023-10-18,18,2080.0
615,2022-08-29,73.45,2023-10-18,4,2080.0
615,2022-12-28,136.47,2023-10-18,8,2080.0
615,2023-02-01,490.35,2023-10-18,8,2080.0
615,2023-03-29,65.91,2023-10-18,33,2080.0
616,2023-09-01,176.56,2024-01-03,41,1033.13
616,2022-10-31,396.49,2024-01-03,27,1033.13
616,2023-10-06,18.89,2024-01-03,17,1033.13
616,2023-07-17,441.19,2024-01-03,25,1033.13
617,2023-06-19,293.47,2023-07-09,9,5994.03
617,2022-08-07,318.53,2023-07-09,11,5994.03
617,2023-07-05,146.26,2023-07-09,31,5994.03
617,2022-07-02,321.11,2023-07-09,25,5994.03
617,2022-10-21,324.92,2023-07-09,43,5994.03
617,2023-01-28,298.26,2023-07-09,18,5994.03
617,2022-07-22,236.39,2023-07-09,39,5994.03
617,2023-07-08,351.96,2023-07-09,26,5994.03
617,2023-05-06,37.0,2023-07-09,42,5994.03
617,2022-11-27,434.7,2023-07-09,19,5994.03
617,2023-02-02,472.31,2023-07-09,23,5994.03
617,2023-06-26,437.07,2023-07-09,41,5994.03
617,2022-12-02,196.9,2023-07-09,50,5994.03
617,2022-07-03,407.84,2023-07-09,11,5994.03
617,2023-03-16,109.28,2023-07-09,21,5994.03
617,2022-06-21,202.32,2023-07-09,37,5994.03
617,2022-12-10,313.19,2023-07-09,41,5994.03
617,2022-11-14,469.24,2023-07-09,35,5994.03
617,2023-02-12,380.13,2023-07-09,28,5994.03
617,2023-05-27,243.15,2023-07-09,40,5994.03
618,2023-07-26,410.88,2024-05-24,47,2724.9700000000003
618,2023-05-07,238.85,2024-05-24,2,2724.9700000000003
618,2024-01-13,298.51,2024-05-24,32,2724.9700000000003
618,2022-09-08,213.51,2024-05-24,1,2724.9700000000003
618,2023-10-11,282.66,2024-05-24,11,2724.9700000000003
618,2023-07-20,309.63,2024-05-24,48,2724.9700000000003
618,2023-02-27,51.35,2024-05-24,4,2724.9700000000003
